Original;Translate_IT_1
Lo giorno se n'andava, e l'aere bruno toglieva li animai che sono in terra da le fatiche loro;Il giorno se n’andava e l’aria bruna toglieva dalle loro fatiche gli esseri che vivono sulla Terra
 e io sol uno m'apparecchiava a sostener la guerra sì del cammino e sì de la pietate, che ritrarrà la mente che non erra;Soltanto io mi preparavo a sostenere sia le fatiche del cammino, sia lo strazio delle visioni angosciose, che la mia mente riferirà senza errori
 O muse, o alto ingegno, or m'aiutate;O muse, o mio alto ingegno, ora aiutàtemi
 o mente che scrivesti ciò ch'io vidi, qui si parrà la tua nobilitate;O memoria che scrivesti ciò che vidi, qui apparirà il tuo valore
 Io cominciai: “Poeta che mi guidi, guarda la mia virtù s'ell' è possente, prima ch'a l'alto passo tu mi fidi;I dubbi di Dante sul viaggio Io cominciai: «O poeta che mi guidi, guarda se le mie capacità sono sufficienti, prima che tu mi faccia iniziare quest’arduo viaggio
 Tu dici che di Silvïo il parente, corruttibile ancora, ad immortale secolo andò, e fu sensibilmente;Tu dici che il padre di Silvio , mentre era ancora in vita andò nei regni eterni e vi andò con il corpo e l’anima
 Però, se l'avversario d'ogne male cortese i fu, pensando l'alto effetto ch'uscir dovea di lui, e 'l chi e 'l quale non pare indegno ad omo d'intelletto;Perciò per un uomo capace di ragionare appare accettabile l’idea che l’avversario di ogni male  sia stato cortese con lui. Basta che si pensi alle straordinarie conseguenze che dovevano procedere da lui, chi egli era e le qualità che aveva
 ch'e' fu de l'alma Roma e di suo impero ne l'empireo ciel per padre eletto: la quale e 'l quale, a voler dir lo vero, fu stabilita per lo loco santo u' siede il successor del maggior Piero;Egli fu scelto nell’empìreo come padre di Roma e dell’Impero, A loro volta Roma e l’Impero furono costituiti per diventare il luogo santo in cui siede il successore di Pietro, il primo degli apostoli
 Per quest'andata onde li dai tu vanto, intese cose che furon cagione di sua vittoria e del papale ammanto;In questa discesa, per la quale tu lo celebri, ascoltò cose che gli permisero di vincere contro Turno e i rùtuli e che diedero luogo alla sede papale
 Andovvi poi lo Vas d'elezïone, per recarne conforto a quella fede ch'è principio a la via di salvazione;Vi andò poi Paolo di Tarso, il Vaso della volontà divina, per portare dall’oltretomba una prova per quella fede, con cui inizia la via della salvezza
